iter	Passed	Remaining
392	799	1234
393	801	1232
394	802	1229
395	804	1226
396	807	1227
397	812	1229
398	814	1227
399	817	1225
400	822	1228
401	825	1227
402	827	1225
403	829	1223
404	831	1221
405	834	1220
406	837	1220
407	839	1218
408	841	1216
409	843	1214
410	846	1212
411	848	1211
412	851	1209
413	852	1207
414	854	1204
415	855	1201
416	857	1199
417	859	1196
418	861	1194
419	864	1194
420	866	1191
421	868	1190
422	871	1188
423	873	1186
424	875	1185
425	879	1185
426	882	1183
427	884	1181
428	885	1178
429	887	1176
430	890	1175
431	893	1174
432	894	1171
433	896	1169
434	898	1166
435	899	1163
436	900	1160
437	902	1158
438	905	1156
439	908	1155
440	909	1153
441	910	1150
442	912	1146
443	913	1144
444	914	1140
445	916	1138
446	919	1137
447	921	1135
448	923	1133
449	924	1130
450	926	1127
451	927	1124
452	928	1121
453	929	1118
454	931	1115
455	933	1114
456	936	1112
457	937	1109
458	939	1107
459	940	1104
460	941	1101
461	943	1098
462	944	1095
463	946	1092
464	948	1091
465	951	1089
466	952	1087
467	954	1084
468	955	1081
469	956	1078
470	957	1075
471	958	1072
472	960	1070
473	962	1068
474	965	1066
475	966	1064
476	968	1061
477	969	1058
478	970	1055
479	971	1052
480	973	1050
481	974	1047
482	977	1046
483	980	1044
484	981	1042
485	983	1039
486	984	1036
487	985	1034
488	986	1031
489	988	1028
490	990	1026
491	993	1025
492	995	1023
493	996	1020
494	997	1017
495	998	1014
496	1000	1012
497	1001	1009
498	1002	1006
499	1004	1004
500	1006	1002
501	1008	1000
502	1009	997
503	1011	995
504	1012	992
505	1013	989
506	1014	986
507	1015	983
508	1017	981
509	1019	979
510	1021	977
511	1023	975
512	1024	972
513	1025	969
514	1026	966
515	1027	963
516	1029	962
517	1031	959
518	1032	956
519	1034	954
520	1036	952
521	1037	950
522	1038	947
523	1040	944
524	1041	942
525	1042	939
526	1043	936
527	1045	934
528	1046	931
529	1047	929
530	1049	927
531	1051	925
532	1052	922
533	1054	919
534	1055	917
535	1056	914
536	1057	912
537	1059	909
538	1060	907
539	1061	904
540	1063	902
541	1065	900
542	1067	898
543	1068	895
544	1069	892
545	1071	891
546	1073	889
547	1075	886
548	1076	884
549	1078	882
550	1081	880
551	1082	878
552	1083	875
553	1085	873
554	1086	871
555	1088	869
556	1089	866
557	1090	863
558	1091	861
559	1093	859
560	1095	857
561	1098	855
562	1099	853
563	1100	850
564	1101	848
565	1102	845
566	1104	843
567	1105	840
568	1106	838
569	1109	836
570	1110	834
571	1112	832
572	1113	829
573	1114	827
574	1115	824
575	1117	822
576	1118	819
577	1119	817
578	1120	814
579	1122	812
580	1123	810
581	1125	808
582	1127	806
583	1128	803
584	1129	801
585	1130	798
586	1131	796
587	1133	794
588	1134	791
589	1135	789
590	1137	787
591	1140	785
592	1141	783
593	1143	781
594	1144	778
595	1145	776
596	1146	774
597	1148	771
598	1149	769
599	1150	766
600	1151	764
601	1154	762
602	1155	761
603	1156	758
604	1158	756
605	1159	753
606	1160	751
607	1162	749
608	1163	746
609	1164	744
610	1165	742
611	1167	740
612	1169	738
613	1170	736
614	1172	733
615	1173	731
616	1175	729
617	1176	727
618	1178	725
619	1179	723
620	1181	720
621	1182	718
622	1185	717
623	1187	715
624	1188	713
625	1190	711
626	1191	708
627	1193	706
628	1194	704
629	1197	703
630	1200	701
631	1202	700
632	1204	698
633	1205	696
634	1207	693
635	1208	691
636	1209	689
637	1210	687
638	1213	685
639	1215	683
640	1217	681
641	1219	679
642	1220	677
643	1221	675
644	1223	673
645	1224	670
646	1226	669
647	1229	668
648	1231	666
649	1233	663
650	1234	661
651	1236	659
652	1237	657
653	1239	656
654	1242	654
655	1245	653
656	1246	650
657	1249	649
658	1251	647
659	1252	645
660	1254	643
661	1256	641
662	1260	640
663	1261	638
664	1263	636
665	1265	634
666	1267	632
667	1269	630
668	1271	628
669	1273	627
670	1275	625
671	1276	623
672	1278	621
673	1279	619
674	1281	616
675	1282	614
676	1284	612
677	1286	611
678	1289	609
679	1291	607
680	1292	605
681	1293	603
682	1294	601
683	1295	598
684	1297	596
685	1299	594
686	1302	593
687	1304	591
688	1305	589
689	1307	587
690	1308	585
691	1309	583
692	1311	580
693	1312	578
694	1314	577
695	1317	575
696	1319	573
697	1320	571
698	1321	569
699	1323	567
700	1324	564
701	1325	562
702	1327	560
703	1330	559
704	1332	557
705	1334	555
706	1335	553
707	1336	551
708	1337	548
709	1338	546
710	1340	544
711	1341	542
712	1343	540
713	1346	539
714	1348	537
715	1349	535
716	1350	533
717	1351	530
718	1352	528
719	1354	526
720	1355	524
721	1357	522
722	1361	521
723	1363	519
724	1364	517
725	1365	515
726	1366	513
727	1367	511
728	1369	508
729	1370	507
730	1373	505
731	1375	503
732	1377	501
733	1378	499
734	1379	497
735	1381	495
736	1382	493
737	1383	491
738	1384	488
739	1386	487
740	1388	485
741	1391	483
742	1393	481
743	1394	479
744	1395	477
745	1396	475
746	1398	473
747	1400	471
748	1402	470
749	1404	468
750	1405	466
751	1407	464
752	1408	461
753	1409	459
754	1410	457
755	1412	455
756	1414	453
757	1416	452
758	1418	450
759	1420	448
760	1421	446
761	1422	444
762	1423	442
763	1425	440
764	1426	438
765	1428	436
766	1429	434
767	1432	432
768	1434	430
769	1435	428
770	1436	426
771	1438	424
772	1439	422
773	1441	420
774	1443	419
775	1445	417
776	1447	415
777	1450	413
778	1452	412
779	1454	410
780	1455	408
781	1458	406
782	1460	404
783	1462	402
784	1463	400
785	1465	398
786	1466	396
787	1468	394
788	1469	392
789	1470	390
790	1472	389
791	1474	387
792	1477	385
793	1478	383
794	1480	381
795	1481	379
796	1483	377
797	1484	375
798	1485	373
799	1488	372
800	1490	370
801	1492	368
802	1494	366
803	1495	364
804	1497	362
805	1498	360
806	1500	358
807	1503	357
808	1506	355
809	1507	353
810	1509	351
811	1511	349
812	1513	348
813	1515	346
814	1518	344
815	1520	342
816	1522	341
817	1524	339
818	1525	337
819	1527	335
820	1531	333
821	1534	332
822	1536	330
823	1537	328
824	1539	326
825	1540	324
826	1541	322
827	1542	320
828	1545	318
829	1547	317
830	1550	315
831	1551	313
832	1553	311
833	1554	309
834	1556	307
835	1557	305
836	1559	303
837	1562	302
838	1564	300
839	1565	298
840	1567	296
841	1568	294
842	1569	292
843	1570	290
844	1571	288
845	1574	286
846	1576	284
847	1579	283
848	1580	281
849	1582	279
850	1583	277
851	1584	275
852	1586	273
853	1588	271
854	1590	269
855	1593	268
856	1594	266
857	1596	264
858	1597	262
859	1598	260
860	1600	258
861	1602	256
862	1606	255
863	1608	253
864	1609	251
865	1611	249
866	1612	247
867	1614	245
868	1616	243
869	1618	241
870	1620	240
871	1622	238
872	1625	236
873	1626	234
874	1628	232
875	1629	230
876	1630	228
877	1632	226
878	1634	225
879	1636	223
880	1637	221
881	1639	219
882	1640	217
883	1641	215
884	1642	213
885	1643	211
886	1645	209
887	1647	207
888	1650	206
889	1651	204
890	1653	202
891	1654	200
892	1656	198
893	1657	196
894	1659	194
895	1660	192
896	1663	191
897	1665	189
898	1666	187
899	1668	185
900	1669	183
901	1670	181
902	1671	179
903	1672	177
904	1673	175
905	1677	174
906	1679	172
907	1681	170
908	1683	168
909	1684	166
910	1686	164
911	1688	162
912	1690	161
913	1693	159
914	1695	157
915	1696	155
916	1697	153
917	1698	151
918	1699	149
919	1701	147
920	1702	146
921	1704	144
922	1706	142
923	1709	140
924	1710	138
925	1712	136
926	1713	134
927	1714	133
928	1715	131
929	1717	129
930	1720	127
931	1723	125
932	1724	123
933	1726	121
934	1727	120
935	1729	118
936	1730	116
937	1732	114
938	1734	112
939	1737	110
940	1738	109
941	1740	107
942	1741	105
943	1743	103
944	1744	101
945	1745	99
946	1747	97
947	1750	95
948	1752	94
949	1753	92
950	1754	90
951	1756	88
952	1757	86
953	1758	84
954	1759	82
955	1762	81
956	1764	79
957	1766	77
958	1767	75
959	1769	73
960	1770	71
961	1772	69
962	1773	68
963	1774	66
964	1777	64
965	1780	62
966	1782	60
967	1784	58
968	1785	57
969	1787	55
970	1789	53
971	1791	51
972	1794	49
973	1796	47
974	1798	46
975	1799	44
976	1801	42
977	1803	40
978	1805	38
979	1807	36
980	1809	35
981	1812	33
982	1813	31
983	1815	29
984	1816	27
985	1818	25
986	1820	23
987	1822	22
988	1824	20
989	1825	18
990	1827	16
991	1828	14
992	1829	12
993	1831	11
994	1832	9
995	1835	7
996	1838	5
997	1839	3
998	1841	1
999	1842	0
