iter	Logloss
424	0.1768709751
425	0.1768037611
426	0.1767412667
427	0.1765723718
428	0.1764315091
429	0.1763431988
430	0.176275104
431	0.1761886723
432	0.1761168649
433	0.1759504269
434	0.1758366795
435	0.1757230451
436	0.1756413925
437	0.1755973514
438	0.1754618782
439	0.1753696087
440	0.1752935467
441	0.1751136454
442	0.1749824616
443	0.1749071082
444	0.1748516366
445	0.1747949853
446	0.1745906171
447	0.1745326712
448	0.1744431227
449	0.1743119746
450	0.1742376557
451	0.1741481457
452	0.1741104796
453	0.173956035
454	0.1738625024
455	0.173706377
456	0.173632605
457	0.1734460822
458	0.1733586998
459	0.1732885907
460	0.1732449188
461	0.1731723588
462	0.1731556876
463	0.1730560246
464	0.1729375167
465	0.1728284502
466	0.1726794891
467	0.1725172223
468	0.1724004839
469	0.1722981714
470	0.1721659241
471	0.1720743548
472	0.1719503988
473	0.171875178
474	0.1718074091
475	0.1716736875
476	0.1715612233
477	0.1714992704
478	0.171486754
479	0.1714425807
480	0.1713412043
481	0.1712165795
482	0.171103425
483	0.1710083722
484	0.170904798
485	0.170843564
486	0.1707119267
487	0.1706577138
488	0.1705471788
489	0.1704011348
490	0.1702747458
491	0.1701433305
492	0.1701279724
493	0.1700389663
494	0.1699546494
495	0.1698410171
496	0.169667279
497	0.1696294745
498	0.1695752879
499	0.1695665041
500	0.1695166102
501	0.1693652022
502	0.1693162678
503	0.1691623259
504	0.1690369167
505	0.1690090795
506	0.1689231991
507	0.16884462
508	0.168766078
509	0.1686266651
510	0.16861219
511	0.168551513
512	0.1683952671
513	0.1682936043
514	0.1682097001
515	0.1682022522
516	0.168091838
517	0.1680173619
518	0.1678026815
519	0.1677456579
520	0.16769149
521	0.1676048472
522	0.1675904735
523	0.1675158952
524	0.1674300183
525	0.1673406085
526	0.1672032833
527	0.1671439215
528	0.1670509805
529	0.1669704148
530	0.1668625684
531	0.1667467803
532	0.1666744028
533	0.1666107737
534	0.1665230948
535	0.1664200282
536	0.1663278197
537	0.1661914012
538	0.1661275095
539	0.1660390806
540	0.165977657
541	0.1657426661
542	0.1656922902
543	0.1655976652
544	0.1655099204
545	0.1654792088
546	0.1654389589
547	0.1653486638
548	0.165220417
549	0.1651421102
550	0.1650978947
551	0.1650326327
552	0.164965356
553	0.1648977662
554	0.1648076258
555	0.1647161363
556	0.1645959565
557	0.1644337171
558	0.1644220162
559	0.164341063
560	0.1643078187
561	0.1642063053
562	0.1641380058
563	0.1641316352
564	0.1639213146
565	0.1637547651
566	0.1636057598
567	0.1635019997
568	0.1634010523
569	0.1633216339
570	0.163291176
571	0.1632020084
572	0.1631913978
573	0.1631130099
574	0.1630323964
575	0.1629903726
576	0.1629503248
577	0.1628806143
578	0.1627909549
579	0.1627521082
580	0.1626696919
581	0.1626045936
582	0.1625212853
583	0.1624336938
584	0.1623411208
585	0.1622899396
586	0.1621706657
587	0.1620925939
588	0.1619704337
589	0.1618953153
590	0.1618686103
591	0.161739369
592	0.1616897544
593	0.1616103847
594	0.1615546759
595	0.161398619
596	0.1613355091
597	0.1612030759
598	0.1611202852
599	0.1610415717
600	0.1609785059
601	0.1608676198
602	0.1608120823
603	0.1607978476
604	0.1607250224
605	0.1606595447
606	0.160597248
607	0.1605173737
608	0.1604878983
609	0.1604421904
610	0.1603940576
611	0.1603801946
612	0.1603670064
613	0.1602120363
614	0.1600984119
615	0.1600395032
616	0.1599702418
617	0.1599231108
618	0.1598065737
619	0.1597691603
620	0.1596983665
621	0.1596561175
622	0.1595820059
623	0.1594754522
624	0.1594180577
625	0.159303513
626	0.1591677142
627	0.1590614224
628	0.1590118257
629	0.1589609487
630	0.158898423
631	0.1588130215
632	0.1587627142
633	0.1586877956
634	0.1585981382
635	0.1585127034
636	0.1584985904
637	0.1583849376
638	0.1583118464
639	0.158182103
640	0.1580654416
641	0.1579758018
642	0.1578474611
643	0.1577680527
644	0.1576548378
645	0.1575484814
646	0.1574838765
647	0.1573081063
648	0.1571952881
649	0.1570950874
650	0.1570908588
651	0.1570370793
652	0.1569875603
653	0.1569359349
654	0.1568096348
655	0.1566979059
656	0.1566161729
657	0.1565150339
658	0.1564511744
659	0.1562626675
660	0.1561666
661	0.1561286783
662	0.1560617106
663	0.1560580595
664	0.1559596775
665	0.1558579226
666	0.1557808198
667	0.1556637054
668	0.1555625679
669	0.1555043153
670	0.1554496624
671	0.1553594039
672	0.1553001877
673	0.155210174
674	0.1551298609
675	0.1550550027
676	0.154932211
677	0.1548226152
678	0.1547097897
679	0.154640318
680	0.1545902483
681	0.1544741795
682	0.1544260859
683	0.1544191715
684	0.1542870231
685	0.1542832327
686	0.1541948156
687	0.1540520571
688	0.1538594098
689	0.1538181648
690	0.1537183392
691	0.1536460023
692	0.1535884192
693	0.153512079
694	0.1534647629
695	0.1534640424
696	0.1533988985
697	0.1532492666
698	0.1532138399
699	0.1531723827
700	0.1531022887
701	0.1530126521
702	0.1529133591
703	0.1528210623
704	0.1526973825
705	0.1526330485
706	0.1525665866
707	0.1524812383
708	0.1524435085
709	0.152346714
710	0.1523241303
711	0.1522623354
712	0.152148119
713	0.1519688596
714	0.1518619629
715	0.1518099449
716	0.1517405059
717	0.151681092
718	0.1516688562
719	0.1515917594
720	0.151523646
721	0.1514164071
722	0.1513595192
723	0.1512698036
724	0.1512051106
725	0.1511288753
726	0.1511122783
727	0.1509216081
728	0.1508546934
729	0.1507698842
730	0.1507375406
731	0.1506878246
732	0.1506341874
733	0.1505182585
734	0.1504209628
735	0.1503478345
736	0.1502874908
737	0.1502134604
738	0.1501064865
739	0.1499956984
740	0.1499334374
741	0.1498213863
742	0.1497563662
743	0.1496834884
744	0.1496478559
745	0.1495195668
746	0.1494652768
747	0.1494218133
748	0.1493180088
749	0.1491886339
750	0.1491017569
751	0.1490378943
752	0.1489829357
753	0.1489397975
754	0.1488185545
755	0.1487118548
756	0.1486568782
757	0.1485873247
758	0.148539776
759	0.1484228275
760	0.1483802909
761	0.1482936223
762	0.1482376944
763	0.1481040368
764	0.1480445197
765	0.1479045764
766	0.147902483
767	0.1478348385
768	0.1477631098
769	0.147721679
770	0.147552177
771	0.1474767322
772	0.1474578372
773	0.1473541613
774	0.1472090564
775	0.147153255
776	0.1470231099
777	0.1469486945
778	0.1469069532
779	0.1468210327
780	0.1467854505
781	0.1466938917
782	0.1466257597
783	0.1464965597
784	0.1463930401
785	0.1463395168
786	0.1462859643
787	0.1462110159
788	0.1461260544
789	0.1460826728
790	0.1460465129
791	0.1459797669
792	0.1459190604
793	0.1458358498
794	0.145735912
795	0.1456792717
796	0.1455292117
797	0.1455026532
798	0.1454948339
799	0.1453703591
800	0.1453305103
801	0.1452835157
802	0.1451358676
803	0.1450543023
804	0.1450006714
805	0.1449449829
806	0.1448918899
807	0.1448379234
808	0.1446898478
809	0.1446152322
810	0.1445623331
811	0.144515379
812	0.1444794481
813	0.1443396177
814	0.1442981607
815	0.1442266497
816	0.1441551085
817	0.1440419504
818	0.1439496227
819	0.1438725938
820	0.1438015242
821	0.1437333371
822	0.1436739431
823	0.1436068297
824	0.1435589638
825	0.1435446407
826	0.1434565954
827	0.1433249991
828	0.1432508486
829	0.1431492692
830	0.1430925893
831	0.1429790851
832	0.1428766459
833	0.1427856436
834	0.1427322289
835	0.1426535861
836	0.1425764848
837	0.1425250492
838	0.1424450831
839	0.1423887042
840	0.1423215619
841	0.1421752618
842	0.1421125427
843	0.1420289407
844	0.1419759166
845	0.1419151239
846	0.1418362898
847	0.1417002957
848	0.1416268578
849	0.1415568327
850	0.1414415172
851	0.1414018265
852	0.1413327301
853	0.1412540733
854	0.1412035749
855	0.1411081994
856	0.1410247017
857	0.1408749977
858	0.1407165296
859	0.140654666
860	0.1406124723
861	0.1405567222
862	0.1404859937
863	0.1404384782
864	0.1403971432
865	0.1402870113
866	0.140241045
867	0.1401714255
868	0.1401109851
869	0.1400749254
870	0.1400009788
871	0.1399591924
872	0.1399055879
873	0.1398837177
874	0.1398093327
875	0.1397319271
876	0.1396995869
877	0.1396518077
878	0.1396477786
879	0.1396091096
880	0.1395456678
881	0.139503229
882	0.1393781133
883	0.1393027779
884	0.1392299353
885	0.1391399947
886	0.1390434756
887	0.1389339975
888	0.1388132868
889	0.1387676781
890	0.13867431
891	0.1386066783
892	0.1385374123
893	0.1384713806
894	0.138387984
895	0.1382710552
896	0.1382250939
897	0.1381346509
898	0.1380568675
899	0.1379821432
900	0.1378321331
901	0.1377853749
902	0.1377214286
903	0.1376447232
904	0.1375824142
905	0.1375281344
906	0.1374689511
907	0.1373757237
908	0.1372733786
909	0.1372145322
910	0.1371252278
911	0.1370306737
912	0.1369607772
913	0.1368782883
914	0.1368693391
915	0.1368131482
916	0.1367663621
917	0.1366698082
918	0.1365356511
919	0.1365012084
920	0.1364321312
921	0.1364040389
922	0.1362991353
923	0.1362063219
924	0.1361287356
925	0.136013587
926	0.1359629395
927	0.1359326447
928	0.1358628014
929	0.1358104407
930	0.1357525749
931	0.135634902
932	0.1356062838
933	0.135479802
934	0.1353676214
935	0.1352819128
936	0.1351974762
937	0.1351315115
938	0.1350950018
939	0.1350593629
940	0.1349935955
941	0.1349446262
942	0.1348223235
943	0.1347861481
944	0.1347019431
945	0.1346501952
946	0.1345526118
947	0.1344774028
948	0.1344185874
949	0.1343564309
950	0.1342501002
951	0.1342003105
952	0.1341405729
953	0.1340694178
954	0.1340157365
955	0.1339549104
956	0.1338676756
957	0.1338104286
958	0.1337298549
959	0.1336466471
960	0.1335435116
961	0.1334925019
962	0.1333910948
963	0.1332758014
964	0.1331931939
965	0.1331641453
966	0.133107197
967	0.1330687863
968	0.1330156021
969	0.1329308339
970	0.1329042008
971	0.132853156
972	0.1327850123
973	0.1326717949
974	0.1326375366
975	0.1325413017
976	0.1324673641
977	0.1324369504
978	0.1323610016
979	0.1323220544
980	0.1322436734
981	0.1322168943
982	0.1321650764
983	0.1321158445
984	0.1320173356
985	0.1319316511
986	0.1318619691
987	0.1317593073
988	0.131712475
989	0.1316744219
990	0.1316401819
991	0.1315691656
992	0.1315260358
993	0.1314158593
994	0.1313763596
995	0.1313315639
996	0.1312786751
997	0.1311914242
998	0.1311506438
999	0.1310563407
